0,58141
1,70525
2,70508
3,70509
4,45757
5,45741
6,58125
7,45740,58124
8,70493
9,70477
10,70492
11,58108
12,58093
13,45709
14,58109
15,45724,45725
16,58140
17,70524
18,70507
19,70523
20,45756
21,45755
22,58139
23,45739,58123
24,70506
25,70490
26,70491
27,58107
28,58122
29,45738
30,45723
31,45722,58106
32,20989
33,33373
34,33356
35,33357
36,8605
37,8589
38,20973
39,8588,20972
40,33341
41,33325
42,33340
43,20956
44,20941
45,8557
46,20957
47,8572,8573
48,20988
49,33372
50,33355
51,33371
52,8604
53,8603
54,20987
55,8587,20971
56,33354
57,33338
58,33339
59,20955
60,20970
61,8586
62,8571
63,8570,20954
64,70441
65,70458
66,70442
67,70443
68,8537
69,8521
70,20905
71,8522,20906
72,8539
73,20923
74,8523
75,8538
76,8555
77,8554
78,20939
79,20922,20938
80,58057
81,58058
82,45673
83,45674
84,45675
85,33307
86,33306
87,33289,33290
88,45706
89,45707
90,33322
91,33323
92,70474
93,58091
94,58090
95,45690,58074
96,20940
97,20924
98,33324
99,33309
100,33293
101,33292
102,20908
103,20907,33291
104,33308
105,45708
106,45677
107,45693
108,58075
109,58059
110,45691
111,45676,45692
112,8541
113,20925
114,8525
115,8526
116,70461
117,70445
118,8540
119,8524,70444
120,58077
121,58061
122,70460
123,58060,58076
124,70475
125,70459
126,58092
127,8556,70476
128,58118
129,58135
130,58119
131,58120
132,70518
133,58134
134,70519
135,58151,70535
136,33366
137,45750
138,33383
139,45767
140,45751
141,45734
142,45736
143,33367,45735
144,20950
145,33350
146,20966
147,20982
148,20983
149,20967
150,33351
151,20968,33352
152,8566
153,70502
154,8582
155,8598
156,8599
157,8583
158,70503
159,8584,70504
160,70522
161,70521
162,70505
163,58121
164,70520
165,58136
166,70536
167,58153,70537
168,58152
169,45769
170,45768
171,45752
172,58138
173,45754
174,58137
175,45737,45753
176,33370
177,33369
178,33353
179,20969
180,33368
181,20984
182,33384
183,21001,33385
184,21000
185,8617
186,8616
187,8600
188,20986
189,8602
190,20985
191,8585,8601
192,45689
193,45705
194,33305
195,33321
196,33304
197,20904
198,20937
199,20920,20921
200,70473
201,70457
202,8553
203,8552
204,20919
205,20903
206,20936
207,8535,8536
208,70456
209,58073
210,58072
211,58056
212,8520
213,8519
214,70440
215,70439,70455
216,45672
217,33288
218,33303
219,33287
220,45688
221,45687
222,58071
223,45671,58055
224,45718
225,45719
226,45702
227,45703
228,33335
229,33334
230,33318
231,20935,33319
232,70471
233,70487
234,8551
235,70470
236,58103
237,58087
238,70486
239,58086,58102
240,58104
241,45721
242,45720
243,45704
244,70489
245,58105
246,58089
247,58088,70472
248,70488
249,8569
250,8568
251,8567,20951
252,20953
253,20952
254,33337
255,33320,33336
256,70453
257,70469
258,58069
259,58085
260,70437
261,58053
262,70438
263,58070,70454
264,58054
265,45670
266,33286
267,33285
268,45685
269,45669
270,45701
271,33302,45686
272,8549
273,8533
274,70452
275,8532
276,20932
277,20916
278,20917
279,8517,20901
280,33301
281,33317
282,20933
283,20934
284,8550
285,8534
286,20918
287,8518,20902
288,20898
289,20914
290,8514
291,8530
292,20915
293,20899
294,33283
295,20900,33284
296,8516
297,70436
298,58052
299,70435
300,70450
301,70434
302,70451
303,8515,8531
304,58066
305,58050
306,58082
307,45698
308,33314
309,33298
310,45682
311,33282,45666
312,45683
313,45684
314,33299
315,33300
316,58068
317,58067
318,45668
319,45667,58051
320,70485
321,70484
322,58100
323,58084
324,70468
325,8548
326,8564
327,8547,8563
328,70483
329,70499
330,58099
331,58115
332,70467
333,58083
334,70466
335,58098,70482
336,45715
337,45716
338,45699
339,45700
340,33316
341,33315
342,33331
343,20948,33332
344,8562
345,20947
346,8579
347,20963
348,20931
349,8546
350,33330
351,20930,20946
352,20979
353,8596
354,70515
355,8595
356,70501
357,70500
358,70516
359,8597,70517
360,20981
361,20980
362,8581
363,8580
364,33333
365,20965
366,20964
367,8565,20949
368,58131
369,45748
370,45747
371,45731
372,33365
373,33364
374,33348
375,33347,33363
376,58101
377,45717
378,45732
379,33349,45733
380,58117
381,58116
382,58132
383,45749,58133
384,70527
385,70528
386,70511
387,70512
388,58143
389,58142
390,70526
391,58126,70510
392,58128
393,58144
394,45744
395,45760
396,58127
397,45743
398,45759
399,45742,45758
400,33375
401,33376
402,33359
403,33360
404,20991
405,20990
406,33374
407,20974,33358
408,20976
409,20992
410,8592
411,8608
412,20975
413,8591
414,8607
415,8590,8606
416,20960
417,20945
418,20961
419,8578
420,8577
421,8561
422,70481
423,8576,70496
424,33345
425,45713
426,33329
427,33344
428,33346
429,20962
430,20978
431,20977,33361
432,58114
433,70498
434,58129
435,58130
436,8594
437,8593
438,70514
439,70497,70513
440,58113
441,58112
442,58097
443,45714
444,45730
445,45729
446,45745
447,33362,45746
448,58079
449,58064
450,58063
451,45679
452,45665
453,33281
454,33311
455,33296,45680
456,45696
457,45712
458,45697
459,45728
460,58049
461,45681
462,58065
463,45695,58080
464,33313
465,33328
466,33297
467,33312
468,20944
469,20928
470,20929
471,8529,20913
472,70465
473,70480
474,58081
475,58096
476,70464
477,70449
478,8545
479,8544,8560
480,70494
481,70495
482,58111
483,70479
484,58110
485,45726
486,45727
487,33342,33343
488,8574
489,8575
490,8558
491,8559
492,33327
493,20943
494,20959
495,20942,20958
496,45710
497,45711
498,33326
499,45694
500,45678
501,33294
502,20927
503,20926,33310
504,58095
505,58094
506,70478
507,58078,70462
508,70446
509,58062
510,70463
511,8542,8543
512,45777
513,45778
514,33393
515,45761
516,45763
517,45762
518,33395
519,33378,33394
520,20993
521,33377
522,8609
523,8625
524,21009
525,8610
526,21011
527,20994,21010
528,58161
529,58162
530,58145
531,58146
532,70530
533,70529
534,70545
535,8626,70546
536,70531
537,58147
538,58163
539,45779
540,70562
541,58179
542,70563
543,8627,70547
544,70561
545,70577
546,8641
547,8657
548,70579
549,58195
550,8659
551,8658,70578
552,21026
553,21042
554,8642
555,21025
556,33427
557,33411
558,21043
559,8643,21027
560,58193
561,58178
562,58177
563,45793
564,45811
565,45795
566,58194
567,45794,45810
568,45824
569,45809
570,33440
571,21056
572,33426
573,33410
574,33409
575,21041,33425
576,21074
577,8690
578,8674
579,8673
580,33443
581,21059
582,21090
583,21075,33459
584,33442
585,21058
586,21073
587,21057
588,33458
589,33457
590,45841
591,33441,45825
592,58211
593,58227
594,45827
595,45843
596,45842
597,45826
598,58226
599,58209,58210
600,70594
601,70593
602,70595
603,8675
604,70611
605,8691
606,70610
607,58242,70626
608,33456
609,45840
610,21072
611,21088
612,70592
613,8672
614,8689
615,8688,8704
616,70623
617,70608
618,58224
619,58208
620,70624
621,58240
622,70625
623,58225,70609
624,58255
625,58256
626,45871
627,45872
628,45856
629,33472
630,58241
631,33473,45857
632,33487
633,21103
634,33488
635,21089,21104
636,70639
637,8719
638,70640
639,8705,8720
640,70557
641,70558
642,70541
643,70542
644,58173
645,58172
646,70556
647,58156,70540
648,58158
649,58174
650,45774
651,45790
652,58157
653,45773
654,45789
655,45772,45788
656,33405
657,33406
658,33389
659,33390
660,21021
661,21020
662,33404
663,21004,33388
664,21006
665,21022
666,8622
667,8638
668,21005
669,8621
670,8637
671,8620,8636
672,70559
673,70560
674,70543
675,70544
676,70576
677,58192
678,70575
679,58175,58191
680,58159
681,58160
682,45775
683,45776
684,58176
685,45792
686,45808
687,45791,45807
688,33407
689,33408
690,33391
691,33392
692,33424
693,21040
694,33423
695,21023,21039
696,21007
697,21008
698,8623
699,8624
700,21024
701,8640
702,8656
703,8639,8655
704,45855
705,33471
706,21087
707,21086
708,45838
709,33454
710,33470
711,33453,33469
712,45837
713,58221
714,45852
715,45853
716,70622
717,58239
718,58237
719,45854,58238
720,8703
721,8702
722,21070
723,8686
724,21085
725,21069
726,33468
727,21068,21084
728,8684
729,8701
730,8685
731,70606
732,70621
733,70605
734,58236
735,8700,70620
736,33437
737,33421
738,33422
739,21054
740,58205
741,45821
742,45806
743,45805,58189
744,21038
745,21037
746,21053
747,8669
748,8654
749,8653
750,70574
751,70573,70589
752,58206
753,58222
754,45822
755,45823
756,58223
757,58207
758,70591
759,58190,70590
760,8671
761,8670
762,21071
763,8687,70607
764,33438
765,21055
766,45839
767,33439,33455
768,70539
769,58171
770,58188
771,45803
772,70571
773,8650
774,70555
775,58187,70572
776,33387
777,45787
778,45771
779,58155
780,33403
781,21019
782,8635
783,8619,21003
784,33435
785,33436
786,33419
787,33420
788,45820
789,45804
790,58204
791,8668,70588
792,8667
793,8652
794,21052
795,21036
796,33418
797,21034
798,21051
799,8651,21035
800,45770
801,45786
802,33386
803,33402
804,70538
805,58154
806,70554
807,8618,8634
808,33401
809,21017
810,21018
811,21002
812,33417
813,21032
814,21033
815,8633,8649
816,45802
817,45801
818,58169
819,45785
820,45800
821,33416
822,58184
823,45784,58168
824,70553
825,70552
826,70568
827,8648
828,70570
829,70569
830,58185
831,58170,58186
832,70600
833,70601
834,70584
835,70585
836,70617
837,58233
838,70616
839,58216,58232
840,58200
841,58201
842,45816
843,45817
844,58217
845,45833
846,45849
847,45832,45848
848,33448
849,33449
850,33432
851,33433
852,33465
853,21081
854,33464
855,21064,21080
856,21048
857,21049
858,8664
859,8665
860,21065
861,8681
862,8697
863,8680,8696
864,70604
865,58220
866,58219
867,58203
868,70619
869,58235
870,70618
871,58218,58234
872,70603
873,8699
874,8683
875,8682
876,70602
877,8666
878,70587
879,58202,70586
880,33450
881,21067
882,21066
883,21050
884,33467
885,33466
886,21083
887,8698,21082
888,45851
889,45850
890,45836
891,33451,33452
892,45835
893,45819
894,45834
895,33434,45818
896,70596
897,70597
898,70580
899,70581
900,70613
901,58229
902,70612
903,58212,58228
904,58196
905,58197
906,45812
907,45813
908,58213
909,45829
910,45845
911,45828,45844
912,33444
913,33445
914,33428
915,33429
916,33461
917,21077
918,33460
919,21060,21076
920,21044
921,21045
922,8660
923,8661
924,21061
925,8677
926,8693
927,8676,8692
928,33446
929,33447
930,33430
931,33431
932,33463
933,21079
934,33462
935,21062,21078
936,21046
937,21047
938,8662
939,8663
940,21063
941,8679
942,8695
943,8678,8694
944,45814
945,58183
946,45815
947,58215
948,58214
949,58198
950,70582
951,58199,70583
952,70599
953,70598
954,70614
955,58231,70615
956,45847
957,45831
958,58230
959,45830,45846
960,33414
961,33415
962,21030
963,33398
964,21031
965,21015
966,33399
967,21016,33400
968,58167
969,58166
970,45799
971,45798
972,58150
973,45782
974,45783
975,33382,45766
976,8647
977,70551
978,58182
979,70567
980,8646
981,8629
982,70565
983,70550,70566
984,8632
985,8631
986,20999
987,8615
988,70534
989,8614
990,20998
991,8630,21014
992,33380
993,33379
994,33381
995,20997
996,8613
997,8612
998,20996
999,8611,20995
1000,21028
1001,8645
1002,8644
1003,8628
1004,21029
1005,21013
1006,33397
1007,21012,33396
1008,45796
1009,45797
1010,33412
1011,33413
1012,58181
1013,58180
1014,58165
1015,45780,45781
1016,70564
1017,70548
1018,70549
1019,70532,70533
1020,58149
1021,45765
1022,58164
1023,45764,58148
1024,70805
1025,70789
1026,70790
1027,58406
1028,58421
1029,46037
1030,46022
1031,46021,58405
1032,70788
1033,70772
1034,70804
1035,58420
1036,46036
1037,46020
1038,58404
1039,46004,58388
1040,58391
1041,70775
1042,70758
1043,70774
1044,46007
1045,46006
1046,58390
1047,45990,58374
1048,58389
1049,70773
1050,70756
1051,70757
1052,46005
1053,45989
1054,58373
1055,45988,58372
1056,33653
1057,33637
1058,33638
1059,21254
1060,21269
1061,8885
1062,8870
1063,8869,21253
1064,33636
1065,33620
1066,33652
1067,21268
1068,8884
1069,8868
1070,21252
1071,8852,21236
1072,21239
